t, x1, x2, x3
7.899999999999988, 0.009139997950185089, 0.0894440428658195, 0.9014159591839952
7.999999999999988, 0.00861262006845941, 0.0861968821386076, 0.9051904977929328
8.099999999999987, 0.008115671890509301, 0.08305632189030847, 0.908828006219182
8.199999999999987, 0.007647397622426915, 0.08001961937461984, 0.9123329830029531
8.299999999999986, 0.007206142779612882, 0.07708404627982492, 0.915709810940562
8.399999999999986, 0.006790348341229218, 0.07424689396519997, 0.9189627576935706
8.499999999999986, 0.006398545241940293, 0.07150547813915746, 0.9220959766189021
8.599999999999985, 0.0060293491814803375, 0.06885714302214498, 0.9251135077963746
8.699999999999985, 0.005681455733708922, 0.06629926503438187, 0.9280192792319091
8.799999999999985, 0.005353635737873917, 0.06382925604576596, 0.93081710821636
8.899999999999984, 0.005044730955798592, 0.06144456622270996, 0.9335107028214913
8.999999999999984, 0.004753649979649013, 0.05914268650426118, 0.9361036635160896
9.099999999999984, 0.004479364375823265, 0.056921150737607104, 0.9385994848865694
9.199999999999983, 0.004220905051338263, 0.05477753750096509, 0.9410015574476964
9.299999999999983, 0.003977358829876046, 0.05270947163988658, 0.9433131695302371
9.399999999999983, 0.003747865225392198, 0.050714625541167214, 0.9455375092334404
9.499999999999982, 0.003531613401887068, 0.04879072016683509, 0.9476776664312776
9.599999999999982, 0.0033278393085981843, 0.04693552586908353, 0.9497366348223181
9.699999999999982, 0.003135822980492069, 0.04514686300551432, 0.9517173140139934
9.799999999999981, 0.0029548859945176765, 0.04342260237265601, 0.9536225116328261
9.89999999999998, 0.0027843890726340064, 0.041760665474413594, 0.9554549454529522
9.99999999999998, 0.0026237298231430242, 0.04015902464088432, 0.9572172455359724
